,0
achievable,13.4881628626601
achieve,8.312013130086271
achieved,8.625769811704938
achievement,8.740336376270488
achievements,9.895427269099066
achiever,13.20048079020832
achievers,12.97733723889411
achieves,9.51787094910798
achieving,10.064986574279171
achilleas,12.795015682100155
achilles,10.758133754839116
aching,10.825575035634648
achingly,10.694954853217585
achive,13.4881628626601
achmed,13.20048079020832
achtung,13.4881628626601
acid,9.13573669776251
acidic,11.947717821712953
acidity,12.795015682100155
acidly,13.4881628626601
acing,13.20048079020832
ack,12.640865002272898
acker,13.4881628626601
ackerman,11.64233617216177
ackland,11.0032562128721
ackles,11.09026758986173
acknowledge,9.750493244376733
acknowledged,10.155958352484896
acknowledgement,11.59104287777422
acknowledgements,13.20048079020832
acknowledges,10.897895697214274
acknowledging,11.06041462671205
acknowledgment,11.81418642908843
acknowledgments,13.20048079020832
ackroyd,10.897895697214274
acl,13.4881628626601
aclu,12.795015682100155
acme,11.59104287777422
acne,10.949188991601826
aco,12.640865002272898
acolyte,12.10186850154021
acolytes,12.640865002272898
acorn,12.284190058334165
acorns,13.4881628626601
acosta,12.284190058334165
acoustic,11.121039248528485
acoustics,12.97733723889411
acp,13.20048079020832
acquaint,12.507333609648375
acquaintance,10.25604181104188
acquaintances,10.654949518603885
acquainted,10.310109032312155
acquaints,13.20048079020832
acquarium,13.20048079020832
acquart,12.795015682100155
acquiesce,12.795015682100155
acquiesced,12.97733723889411
acquiescence,12.97733723889411
acquiescent,13.4881628626601
acquiesces,13.4881628626601
acquire,10.120867032673628
acquired,9.530529345979902
acquires,11.290938285323882
acquiring,11.59104287777422
acquisition,11.542252713604787
acquit,11.451280935399062
acquits,11.81418642908843
acquittal,12.389550573991992
acquitted,11.219479321341737
acre,11.408721320980264
acreage,13.4881628626601
acres,11.09026758986173
acrid,12.97733723889411
acrimonious,12.97733723889411
acrimony,13.4881628626601
acrobat,11.495732697969895
acrobatic,10.849105533044842
acrobatically,13.20048079020832
acrobatics,11.09026758986173
acrobats,12.640865002272898
acromegaly,12.640865002272898
acronym,11.753561807271995
acronyms,12.97733723889411
acropolis,12.97733723889411
across,6.5740942216213725
acs,12.795015682100155
act,6.361272053761293
actaully,13.20048079020832
acte,12.795015682100155
acted,6.988375822004247
acteurs,13.4881628626601
actin,13.20048079020832
acting,4.757257118992257
actings,12.640865002272898
actingwise,13.4881628626601
action,5.343483679212342
actioned,13.4881628626601
actioneer,12.389550573991992
actioner,10.71557414042032
actioners,11.64233617216177
actionflick,13.4881628626601
actionless,12.97733723889411
actionmovie,13.4881628626601
actionpacked,13.4881628626601
actions,7.711543064051634
actionscenes,12.795015682100155
activate,11.947717821712953
activated,11.328678613306728
activates,11.878724950226001
activating,12.284190058334165
activation,13.4881628626601
active,9.263765172189803
actively,10.21732729886119
activision,12.97733723889411
activism,11.254570641153007
activist,10.180055904063957
activists,10.49243058910611
activities,9.093713707987662
activity,9.421989177404697
actor,5.7668142500421515
actors,5.128481549129244
actress,6.441515584811346
actresses,7.524583519041655
acts,7.511811953362168
actual,6.9318581034798905
actualities,12.795015682100155
actuality,10.338279909278851
actualized,13.4881628626601
actuall,13.4881628626601
actually,5.153691308059158
actualy,12.640865002272898
actuated,13.4881628626601
acuff,12.97733723889411
acuity,12.97733723889411
acumen,12.10186850154021
acupuncture,12.795015682100155
acurate,13.4881628626601
acus,13.4881628626601
acute,11.09026758986173
acutely,11.59104287777422
ad,8.50227573825304
ada,10.736627549618152
adachers,13.20048079020832
adage,11.408721320980264
adagio,12.795015682100155
adair,12.021825793866673
adalbert,13.4881628626601
adam,7.737708868694753
adama,11.09026758986173
adamant,11.219479321341737
adamantium,12.97733723889411
adamantly,12.188879878529841
adamin,13.4881628626601
adams,8.995788170817354
adamson,10.086965480997947
adapt,9.719240700872628
adaptable,12.389550573991992
adaptaion,13.20048079020832
adaptation,7.558573719270207
adaptations,9.069322254863502
adapted,8.568181936831976
adapter,11.947717821712953
adapters,13.4881628626601
adapting,9.971654634486951
adaption,9.913946316866305
adaptions,12.188879878529841
adaptive,13.4881628626601
adaptor,13.20048079020832
adaptors,13.20048079020832
adapts,11.219479321341737
add,6.7504053907830865
addabbo,13.20048079020832
addam,12.97733723889411
addams,10.509237707422491
added,7.430598513847595
addendum,11.753561807271995
adder,12.188879878529841
addict,9.366419326249886
addicted,9.283470243269136
addicting,12.10186850154021
addiction,9.288457784780174
addictions,11.290938285323882
addictive,10.2692870377919
addictively,13.4881628626601
addictiveness,13.4881628626601
addicts,10.459640766283119
addie,13.20048079020832
adding,8.280499864380195
addison,11.542252713604787
addition,7.659217245049894
additional,9.13573669776251
additionally,9.505370786343748
additions,10.54372388349366
additive,13.4881628626601
additives,13.4881628626601
addle,13.4881628626601
addled,10.780112661557892
address,9.216137123200548
addressed,9.75846141402591
addresses,9.85938733261587
addressing,10.09813878159607
adds,7.572859676517683
addy,12.10186850154021
ade,11.152787946843064
adel,11.696403393432046
adela,12.640865002272898
adelaide,11.06041462671205
adele,10.654949518603885
adeline,12.10186850154021
adelle,12.97733723889411
aden,12.188879878529841
adept,10.204748516654329
adeptly,11.64233617216177
adepts,13.4881628626601
adequacy,12.795015682100155
adequate,8.69237231706336
adequately,9.807651658216681
adequit,13.4881628626601
adeventure,13.4881628626601
adgth,13.4881628626601
adhd,11.878724950226001
adhere,11.290938285323882
adhered,12.188879878529841
adherence,11.408721320980264
adherent,13.20048079020832
adherents,12.389550573991992
adheres,11.81418642908843
adhering,11.878724950226001
adhesive,13.4881628626601
adhvani,13.4881628626601
adi,12.507333609648375
adidas,12.640865002272898
adieu,12.389550573991992
adil,13.4881628626601
adios,12.640865002272898
aditya,10.975857238683986
adiyaman,13.4881628626601
adj,13.20048079020832
adjacent,11.59104287777422
adjani,11.878724950226001
adjective,11.09026758986173
adjectives,11.185577769666056
adjoining,12.188879878529841
adjunct,13.20048079020832
adjuncts,13.20048079020832
adjust,10.204748516654329
adjustable,13.4881628626601
adjusted,10.780112661557892
adjuster,12.97733723889411
adjusting,11.0032562128721
adjustment,11.451280935399062
adjustments,11.753561807271995
adjusts,12.389550573991992
adjutant,13.4881628626601
adler,11.64233617216177
adlib,13.4881628626601
adlon,13.4881628626601
adm,13.20048079020832
adman,13.4881628626601
admin,12.795015682100155
administer,12.188879878529841
administered,12.284190058334165
administering,12.795015682100155
administers,13.20048079020832
administrated,13.4881628626601
administration,9.895427269099066
administrations,12.795015682100155
administrative,12.021825793866673
administrator,11.696403393432046
administrators,12.795015682100155
admirable,9.193147604975849
admirably,9.824601216530455
admiral,10.412387881432574
admirals,12.97733723889411
admiration,9.666794225500086
admire,8.796814980430957
admired,9.505370786343748
admirer,9.99165530119362
admirers,10.352668646730951
admires,10.923213505198564
admiring,10.71557414042032
admiringly,12.97733723889411
admissible,13.4881628626601
admission,9.51787094910798
admissions,12.640865002272898
admit,7.095687557793335
admitedly,13.4881628626601
admits,9.468781338911455
admittadly,13.4881628626601
admittance,12.507333609648375
admitted,9.63094809372695
admittedly,8.541769837292199
admitting,10.674752145900065
admittingly,12.795015682100155
admixture,13.20048079020832
admonish,13.20048079020832
admonished,13.4881628626601
admonishes,12.188879878529841
admonishing,12.640865002272898
ado,11.121039248528485
adobe,12.188879878529841
adobo,12.640865002272898
adolescence,10.459640766283119
adolescent,9.161825133846808
adolescents,10.736627549618152
adolf,10.949188991601826
adolfo,11.878724950226001
adolph,11.0032562128721
adolphe,11.219479321341737
adonis,12.507333609648375
adopt,9.84184302296496
adopted,9.073346405163228
adoptees,13.4881628626601
adopting,10.780112661557892
adoption,10.296315710179819
adoptive,10.923213505198564
adopts,10.42789206796854
ador,13.20048079020832
adora,11.753561807271995
adorable,8.873042345818842
adorably,12.188879878529841
adoration,10.897895697214274
adore,9.32927977930043
adored,10.155958352484896
adoree,12.507333609648375
adorer,13.4881628626601
adores,10.825575035634648
adorf,13.20048079020832
adoring,10.80258551740995
adoringly,12.284190058334165
adorn,12.97733723889411
adorned,11.696403393432046
adorning,12.507333609648375
adornment,13.4881628626601
adorns,12.97733723889411
adr,11.878724950226001
adrenalin,11.121039248528485
adrenaline,10.120867032673628
adri,13.4881628626601
adrian,9.350333188498261
adriana,12.10186850154021
adrianna,12.97733723889411
adrianne,12.10186850154021
adriano,12.507333609648375
adrien,10.00180767265764
adrienne,10.654949518603885
adrift,10.674752145900065
adroit,12.10186850154021
adroitly,12.10186850154021
ads,9.623930521068303
adulation,11.753561807271995
adulatory,13.4881628626601
adult,7.321345428074258
adulterated,13.4881628626601
adulterer,12.507333609648375
adulteress,12.188879878529841
adulterous,10.635531432746783
adultery,9.895427269099066
adulthood,10.167934543531613
adults,7.638838082713242
adultsituations,13.4881628626601
adv,11.542252713604787
advance,8.88299267667201
advanced,9.097837425171525
advancement,10.758133754839116
advancements,11.64233617216177
advances,9.596342564549474
advancing,10.654949518603885
advani,11.152787946843064
advantage,8.436172382881931
advantageous,12.640865002272898
advantages,10.975857238683986
advent,10.80258551740995
adventist,13.20048079020832
adventists,12.640865002272898
adventure,7.267572692560361
adventurer,10.949188991601826
adventurers,11.408721320980264
adventures,8.201580752330486
adventuresome,12.188879878529841
adventuress,12.97733723889411
adventuring,13.20048079020832
adventurous,9.942384252186839
adversarial,12.640865002272898
adversaries,10.674752145900065
adversary,10.42789206796854
adverse,11.152787946843064
adversely,12.795015682100155
adversities,12.97733723889411
adversity,10.412387881432574
advert,11.09026758986173
advertise,11.185577769666056
advertised,9.421989177404697
advertisement,10.03289825972767
advertisements,10.526332140781792
advertiser,12.97733723889411
advertisers,11.696403393432046
advertises,11.451280935399062
advertising,8.962757645140872
advertized,13.4881628626601
adverts,11.185577769666056
advice,7.953456718047834
advices,12.640865002272898
advisable,12.284190058334165
advise,9.093713707987662
advised,9.696426023106458
advisedly,12.795015682100155
advisement,13.4881628626601
adviser,10.2692870377919
advisers,11.696403393432046
advises,11.031427089838797
advising,11.81418642908843
advision,13.4881628626601
advisor,12.021825793866673
advisors,11.542252713604787
advisory,12.188879878529841
advocacy,12.389550573991992
advocate,10.42789206796854
advocated,12.507333609648375
advocates,11.696403393432046
advocating,11.947717821712953
ae,10.873203084623903
aegean,13.20048079020832
aegis,13.4881628626601
aeon,13.4881628626601
aerial,10.21732729886119
aerialist,13.4881628626601
aeriola,13.4881628626601
aeris,12.284190058334165
aero,12.640865002272898
aerobatic,13.20048079020832
aerobic,12.389550573991992
aerobicide,13.20048079020832
aerobics,11.495732697969895
aerodynamics,12.97733723889411
aeronautical,12.97733723889411
aeroplane,11.696403393432046
aeroplanes,13.20048079020832
aerosmith,12.795015682100155
aerosol,12.97733723889411
aerospace,13.20048079020832
aes,13.4881628626601
aesir,13.20048079020832
aesop,13.20048079020832
aesthete,12.97733723889411
aesthetes,13.4881628626601
aesthetic,9.486908723504012
aesthetically,10.923213505198564
aestheticism,13.20048079020832
aesthetics,10.674752145900065
aetheist,13.20048079020832
aether,13.4881628626601
aetherius,13.4881628626601
af,12.284190058334165
afair,13.4881628626601
afar,11.09026758986173
afb,12.97733723889411
afc,13.4881628626601
afer,12.97733723889411
affability,13.4881628626601
affable,10.780112661557892
affably,13.20048079020832
affair,7.684032414169618
affaire,12.507333609648375
affairs,9.179603379868093
affect,9.049440884309675
affectation,12.10186850154021
affectations,12.188879878529841
affected,8.815334028198194
affectedly,13.20048079020832
affecting,9.48082967742763
affection,9.03769906643299
affectionado,13.4881628626601
affectionate,10.412387881432574
affectionately,11.64233617216177
affections,10.144123894837895
affective,12.188879878529841
affects,9.524180118301244
afficionado,13.20048079020832
afficionados,12.795015682100155
affiliate,11.81418642908843
affiliated,11.64233617216177
affiliates,13.4881628626601
affiliation,11.878724950226001
affiliations,13.4881628626601
affinities,13.4881628626601
affinity,10.509237707422491
affirm,11.947717821712953
affirmation,11.542252713604787
affirmations,13.20048079020832
affirmative,11.878724950226001
affirmed,11.878724950226001
affirming,10.923213505198564
affirms,11.64233617216177
affixed,12.640865002272898
affleck,9.556337229935775
afflict,13.20048079020832
afflicted,10.849105533044842
affliction,11.495732697969895
afflictions,13.4881628626601
afflicts,13.20048079020832
affluence,12.640865002272898
affluent,10.382082531937245
afford,8.859927403741015
affordable,11.451280935399062
afforded,10.975857238683986
affording,12.795015682100155
affords,11.328678613306728
affraid,13.4881628626601
affront,11.878724950226001
affronted,13.4881628626601
affronts,13.20048079020832
afganistan,12.389550573991992
afghan,11.254570641153007
afghani,12.97733723889411
afghanistan,10.00180767265764
afghans,12.507333609648375
afi,10.825575035634648
afican,13.20048079020832
aficionado,11.121039248528485
aficionados,10.635531432746783
afield,12.10186850154021
afilm,13.4881628626601
afire,12.284190058334165
aflame,12.640865002272898
afleck,13.20048079020832
afloat,10.597791104763937
afm,13.4881628626601
afoot,11.254570641153007
afore,10.80258551740995
aforementioned,8.67327214568994
aforesaid,12.640865002272898
aformentioned,13.20048079020832
afoul,10.674752145900065
afraid,7.717760700662504
afrc,13.4881628626601
afresh,12.640865002272898
africa,8.310131661986567
african,8.048635327560541
africans,10.4759012871549
afrika,13.4881628626601
afrikaaner,13.4881628626601
afrikaans,13.20048079020832
afrikaner,13.20048079020832
afro,10.4759012871549
afros,13.20048079020832
aft,13.4881628626601
aftaab,13.4881628626601
aftab,12.284190058334165
afterall,11.328678613306728
afteralls,13.4881628626601
afterburners,13.4881628626601
afterdark,12.640865002272898
aftereffects,12.97733723889411
afterglow,12.640865002272898
afterlife,10.57944196609574
aftermath,9.51787094910798
aftermaths,13.20048079020832
afternoon,8.362216722052851
afternoons,11.290938285323882
afters,13.4881628626601
afterschool,12.507333609648375
aftershock,12.97733723889411
aftershocks,12.389550573991992
aftertaste,11.152787946843064
afterthought,10.167934543531613
afterthoughts,12.389550573991992
afterward,9.313775592764465
afterwards,8.63093778186338
afterwhile,13.4881628626601
afterword,12.795015682100155
afterwords,11.185577769666056
afterworld,13.4881628626601
aftra,13.4881628626601
afv,13.4881628626601
ag,12.389550573991992
aga,12.640865002272898
agador,12.795015682100155
agains,13.4881628626601
agamemnon,11.878724950226001
agape,11.542252713604787
agar,10.561423460593062
agatha,9.445111594825551
age,6.53320598219367
aged,7.97742590816083
agee,12.97733723889411
ageing,10.80258551740995
ageism,13.20048079020832
ageless,11.408721320980264
agencies,10.54372388349366
agency,9.057346063816787
agenda,9.045511606169784
agendas,10.758133754839116
agent,7.531462307988459
agents,8.60536094007373
ager,11.753561807271995
agers,12.188879878529841
ages,8.050083553736906
agey,12.795015682100155
aggelopoulos,12.97733723889411
aggghhhhh,13.4881628626601
aggie,11.64233617216177
aggrandising,13.4881628626601
aggrandized,13.4881628626601
aggrandizement,12.507333609648375
aggrandizing,12.507333609648375
aggravate,12.640865002272898
aggravated,11.408721320980264
aggravates,12.284190058334165
aggravating,10.780112661557892
aggravatingly,12.795015682100155
aggravation,12.021825793866673
aggressed,13.4881628626601
aggression,10.459640766283119
aggressions,13.20048079020832
aggressive,9.36102847761501
aggressively,10.923213505198564
aggressiveness,12.507333609648375
aggressor,12.10186850154021
aggressors,12.97733723889411
aggrieved,12.795015682100155
aggrivating,13.4881628626601
agha,13.4881628626601
aghast,11.031427089838797
aghion,13.4881628626601
agi,12.284190058334165
agian,13.20048079020832
agile,11.451280935399062
agility,11.947717821712953
agin,12.97733723889411
aging,8.714657361852794
agis,13.4881628626601
agitated,11.408721320980264
agitating,13.20048079020832
agitation,12.507333609648375
agitator,13.20048079020832
agitators,12.97733723889411
agito,13.4881628626601
agitprop,12.389550573991992
agn,11.878724950226001
agnes,9.98160496534012
agnew,12.97733723889411
agnieska,12.97733723889411
agnieszka,12.188879878529841
agniezcka,13.4881628626601
agnihotri,12.284190058334165
agnostic,11.696403393432046
agnus,12.640865002272898
ago,6.572108780863269
agonies,12.507333609648375
agonising,11.753561807271995
agonisingly,12.97733723889411
agonize,13.20048079020832
agonized,12.389550573991992
agonizes,13.20048079020832
agonizing,10.4759012871549
agonizingly,11.408721320980264
agony,9.582828845382751
agood,13.4881628626601
agoraphobia,12.97733723889411
agoraphobic,12.021825793866673
agoraphobics,13.4881628626601
agostini,13.4881628626601
agostino,12.021825793866673
agosto,13.20048079020832
agrabah,12.507333609648375
agrarian,12.97733723889411
agree,7.164401450341387
agreeable,10.758133754839116
agreeably,12.021825793866673
agreed,8.81845415553444
agreeing,10.352668646730951
agreement,10.21732729886119
agreements,12.389550573991992
agrees,8.856675368354637
agren,12.507333609648375
agression,13.4881628626601
agressive,13.4881628626601
agricultural,11.696403393432046
agriculture,11.696403393432046
agrippa,13.4881628626601
agrippina,12.188879878529841
agro,12.284190058334165
aground,12.795015682100155
agua,13.20048079020832
aguila,13.4881628626601
aguilera,12.795015682100155
aguirre,12.188879878529841
agust,12.795015682100155
agusti,13.20048079020832
agustin,12.795015682100155
agutter,11.495732697969895
ah,8.662519353913678
aha,11.696403393432046
ahab,11.408721320980264
ahamad,13.4881628626601
ahead,7.5169010228696385
aheadthe,12.97733723889411
ahehehe,13.4881628626601
ahem,10.526332140781792
ahern,12.97733723889411
aherne,11.152787946843064
ahh,10.780112661557892
ahhh,11.64233617216177
ahhhh,12.640865002272898
ahhhhh,12.795015682100155
ahhhhhahahahaha,13.4881628626601
ahhhhhh,12.640865002272898
ahhhhhhhhh,13.4881628626601
ahista,13.20048079020832
ahistorical,13.20048079020832
ahluwalia,13.4881628626601
ahmad,10.923213505198564
ahmed,10.825575035634648
ahmet,11.947717821712953
ahn,13.20048079020832
ahold,11.878724950226001
aholic,13.20048079020832
ahoy,12.389550573991992
ahrendt,13.4881628626601
ahuja,12.97733723889411
ahx,13.20048079020832
ai,10.57944196609574
aicha,13.20048079020832
aid,8.76077504394776
aida,12.188879878529841
aidan,10.949188991601826
aide,10.597791104763937
